record_id,vedecky_nazev,cesky_nazev,status_v_CR,cast_rostliny,domena,poddomena,status_znalosti,aplikovatelnost_v_CR,typicke_lokality_v_CR,obdobi_ziskani,fenologicka_faze,zpusob_pripravy_nebo_vyuziti,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_CR,dukaznost_typ,dukaznost_skore,zdroj_id_1,zdroj_id_2,poznamka,record_numeric_id,is_trvanlive_1m_plus,is_jadro_bezne_1m_plus,domena_slug,status_znalosti_slug,aplikovatelnost_slug,dukaznost_rank,ma_druhy_zdroj,obdobi_mesic_od,obdobi_mesic_do,cast_rostliny_skupina,cast_rostliny_je_kombinovana,poddomena_kategorie,poddomena_kategorie_confidence,status_contains_puvodni,status_contains_zdomacnely,status_contains_pestovany,status_contains_zplanujici,status_contains_invazni,status_cetnost
R186,Verbascum densiflorum Bertol. / V. thapsus L. / V. phlomoides L.,divizna,"původní/zdomácnělá, běžná",květ,pití,sušený květ do čaje,mainstream,vysoká,"suché stráně, náspy, okraje cest, paseky, ruderály",VI–IX,čerstvě rozvinuté květy za sucha,Květy rychle usušit a skladovat v suchu a temnu.,Tradiční dlouhodobě skladovatelná droga pro zimní období.,"jemný, medový",sladce květový,neaplikovatelné,Květy snadno hnědnou při pomalém sušení; nutné filtrovat jemné chloupky z nálevu.,Při přetrvávajících potížích neodkládat vyšetření.,Běžný sběr z čistých lokalit.,EMA monografie,A,S33,,Správně usušený květ vydrží měsíce.,186,True,True,piti,mainstream,vysoka,5,False,6,9,kvetni_cast,False,caj_nalev,medium,True,True,False,False,False,bezny
R187,Malva sylvestris L. / Malva neglecta Wallr.,sléz / sléz přehlížený,"původní/zdomácnělý, běžný",list a květ,léčba,sušená slézová droga,méně známé,vysoká,"vesnické okraje, cesty, dvory, ruderály, zahrady",V–IX,zdravé listy a květy,Listy a květy usušit pro pozdější slizovitý nálev nebo macerát.,Dlouhodoběji skladovatelná jemná slizovitá droga.,"jemný, slizovitý",slabý bylinný,neaplikovatelné,Při špatném sušení ztrácí kvalitu; sbírat jen čistý materiál.,U vážnějších nebo déletrvajících stavů nestačí domácí léčba.,Běžný sběr z čistých míst.,EMA assessment report,A,S34,,Dobře usušená droga vydrží měsíce.,187,True,False,lecba,mene_zname,vysoka,5,False,5,9,kombinovana_cast,True,suseni_skladovani,medium,True,True,False,False,False,bezny
R188,Thymus serpyllum agg.,mateřídouška,"původní, běžná lokálně",nať,potrava,sušená nať jako koření,mainstream,vysoká,"suché stráně, písčiny, meze, skalnatější trávníky",VI–VIII,na počátku kvetení,"Nať seříznout, usušit a rozdrobit jako koření nebo čajovou složku.",Kompaktní a trvanlivá aromatická zásoba.,"kořenitý, teplý, lehce hořký","silně aromatický, tymiánový",neaplikovatelné,Přesušení na přímém slunci snižuje aroma.,V běžných kulinárních dávkách bez významných problémů.,Šetrný sběr z běžných suchých lokalit.,kurátorovaný botanický zdroj / evropská tradice,B,S47,,Sušená nať vydrží měsíce a je praktičtější než čerstvá.,188,True,True,potrava,mainstream,vysoka,4,False,6,8,listova_nadzemni_cast,False,koreni_dochucovadlo,medium,True,False,False,False,False,lokalne_bezny
R189,Melissa officinalis,meduňka lékařská,"běžně pěstovaná, místy zplaňující",list,pití,sušený list na čaj a aromatické sáčky,mainstream,vysoká,"zahrady, bylinkové záhony, občas okolí sídel",V–VIII,list před plným kvetením,"List rychle usušit; část použít do čajů, část do aromatických sáčků.",Spojuje dlouhodobě skladovatelný nápojový i aromatický materiál.,"jemně citronový, bylinný",citronově bylinný,neaplikovatelné,Pomalé sušení výrazně snižuje aroma.,Při déletrvajících obtížích nejde o náhradu lékaře.,Běžné pěstování a sběr.,EMA monografie,A,S16,,"Kvalitně usušený list vydrží měsíce, i když vůně časem slábne.",189,True,True,piti,mainstream,vysoka,5,False,5,8,listova_nadzemni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R190,Mentha x piperita,máta peprná,"běžně pěstovaná, místy zplaňující",list,pití,sušený list na čajové směsi,mainstream,vysoká,"zahrady, vlhčí záhony, občas zplaňuje u sídel a vod",VI–VIII,list před plným kvetením,Listy usušit rychle ve stínu a skladovat v těsnící nádobě.,Velmi praktická dlouhodobá čajová droga a ochucovadlo.,"mentolový, chladivý",výrazně mentolový,neaplikovatelné,Zvětrávání rychle snižuje kvalitu; vlhko podporuje zkázu.,Reflux či citlivý žaludek mohou mentol snášet hůře.,Běžné pěstování a sběr.,EMA monografie,A,S17,,Dobře usušený list vydrží měsíce.,190,True,True,piti,mainstream,vysoka,5,False,6,8,listova_nadzemni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R191,Matricaria recutita,heřmánek pravý,"běžně pěstovaný, místy zplaňující",květ,pití,sušený květ na čaj,mainstream,vysoká,"pole, úhory, zahrady, slunné okraje cest",V–VIII,čerstvě otevřené úbory za sucha,Úbory rychle usušit a skladovat v suchu a temnu.,Klasická dlouhodobá zásoba na nálevy a směsi.,"jemně hořký, květový","sladce bylinný, heřmánkový",neaplikovatelné,Pomalé sušení snižuje kvalitu; citlivost u alergií na hvězdnicovité.,Při alergii na Asteraceae opatrnost.,Běžné pěstování nebo sběr z čistých míst.,EMA monografie,A,S15,,Usušený květ je standardně skladovatelný po měsíce.,191,True,True,piti,mainstream,vysoka,5,False,5,8,kvetni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R192,Abies alba,jedle bělokorá,"původní, lokálně běžná",mladé výhonky,pití,sirup z mladých výhonků,méně známé,střední,"podhorské a horské lesy, parky, zahrady",V–VI,mladé světlé výhonky,Výhonky zpracovat do sirupu nebo medového macerátu určeného k delšímu skladování.,"Způsob, jak krátké jarní okno převést do trvanlivé formy.","pryskyřičně sladký, lesní",jehličnatě pryskyřičný,neaplikovatelné,Nevhodná záměna s jinými jehličnany; nadměrný sběr poškozuje růst.,Jde spíše o tradiční domácí užití než standardizovanou léčbu.,Sbírat střídmě a spíš z vlastních stromů nebo z řezu.,globální etnobotanický analog,C,S21,,Ve formě sirupu vydrží měsíce.,192,True,False,piti,mene_zname,stredni,3,False,5,6,vyhonky_a_pupeny,False,sirup_koncentrat,medium,True,False,False,False,False,lokalne_bezny
R193,Picea abies,smrk ztepilý,"původní/pěstovaný, velmi běžný",mladé výhonky,pití,sirup z mladých výhonků,mainstream,vysoká,"horské a podhorské smrčiny, výsadby, zahrady",V–VI,mladé světlé výhonky,Výhonky zpracovat do sirupu; skladovat v čistých lahvích nebo sklenicích.,Velmi rozšířená trvanlivá forma využití jarních smrkových výhonků.,sladce pryskyřičný,"lesní, smrkový",neaplikovatelné,Snadné přehnané osbírání mladých stromků; sběr po dešti zhoršuje kvalitu.,"Jde o tradiční domácí přípravek, ne oficiální léčbu.","Sbírat střídmě, ideálně z vlastních nebo již kácených větví.",česká etnobotanika + globální analog,B,S21,S22,Po zavaření vydrží měsíce.,193,True,True,piti,mainstream,vysoka,4,True,5,6,vyhonky_a_pupeny,False,sirup_koncentrat,medium,True,False,True,False,False,velmi_bezny
R194,Pinus sylvestris,borovice lesní,"původní, běžná",pupeny / mladé výhonky,pití,sirup z pupenů nebo výhonků,mainstream,vysoká,"borové lesy, písčiny, hospodářské porosty",IV–V,lepivé jarní pupeny nebo rané výhonky,Pupeny či výhonky zpracovat do sirupu určeného k delšímu skladování.,Převod velmi krátce dostupné aromatické suroviny do trvanlivé podoby.,sladce pryskyřičný,"pryskyřičný, borový",neaplikovatelné,Nadměrný sběr poškozuje terminály; sbírat střídmě.,Jde o tradiční domácí užití; opatrnost u citlivých osob.,Sbírat z vlastních stromů nebo z plánovaného řezu.,etnobotanika + historická praxe,B,S21,,Sirup bývá skladovatelný měsíce.,194,True,True,piti,mainstream,vysoka,4,False,4,5,vyhonky_a_pupeny,False,sirup_koncentrat,medium,True,False,False,False,False,bezny
R195,Vaccinium myrtillus,borůvka černá,"původní, běžná lokálně až hojně",plod,potrava,borůvkový džem / zavařenina,mainstream,vysoká,"acidofilní lesy, paseky, vřesoviště, horské a podhorské lesy",VII–IX,plně vyzrálé plody,Plody zavařit na džem nebo hustou zavařeninu.,Tradiční zimní uchování lesní úrody.,"sladkokyselý, borůvkový",ovocný,neaplikovatelné,Riziko zkažení při nedostatečné hygieně či nízké cukernatosti.,Bez zvláštních interakcí v běžném potravním užití.,Běžný sběr z čistých lokalit.,česká etnobotanika + kurátorovaný botanický zdroj,B,S01,S58,Po zavaření běžně vydrží mnoho měsíců.,195,True,True,potrava,mainstream,vysoka,4,True,7,9,plodova_cast,False,zavarenina,medium,True,False,False,False,False,lokalne_bezny
R196,Rubus idaeus,maliník obecný,"původní, běžný",plod,potrava a pití,malinový sirup,mainstream,vysoká,"lesní paseky, okraje lesů, křoviny, zahrady",VII–VIII,plně vyzrálé plody,Plody lisovat nebo povařit na sirup a zavařit.,Praktický a aromatický způsob uchování měkkých plodů.,"sladký, malinový",ovocný,neaplikovatelné,Měkké plody se rychle kazí; nutné rychlé zpracování.,Bez zvláštních interakcí v běžném potravním užití.,Běžný sběr z čistých porostů.,středoevropská kuchyňská praxe + kurátorovaný botanický zdroj,B,S30,S57,Sirup vydrží měsíce a dobře zužitkuje přebytky úrody.,196,True,True,potrava_a_piti,mainstream,vysoka,4,True,7,8,plodova_cast,False,sirup_koncentrat,medium,True,False,False,False,False,bezny
R197,Rubus fruticosus agg.,ostružiník křovitý,"původní/zdomácnělý, velmi běžný",plod,potrava a pití,ostružinový sirup nebo želé,mainstream,vysoká,"křoviny, paseky, náspy, okraje lesů, meze",VIII–IX,plně vyzrálé plody,Plody zavařit na sirup nebo želé; skladovat v dobře uzavřených sklenicích.,Trvanlivé využití velmi běžných letních plodů.,"sladkokyselý, ostružinový",ovocný,neaplikovatelné,Přezrálé plody rychle kvasí; nutné čisté zpracování.,Bez zvláštních interakcí v běžném užití.,Běžný sběr z čistých lokalit mimo silnice.,kurátorovaný botanický zdroj / tradiční evropská praxe,B,S48,,Zavařeniny vydrží měsíce.,197,True,True,potrava_a_piti,mainstream,vysoka,4,False,8,9,plodova_cast,False,sirup_koncentrat,medium,True,True,False,False,False,velmi_bezny
R198,Rosa canina,růže šípková,"původní, velmi běžná",šípek,potrava a pití,šípkový sirup / džem,mainstream,vysoká,"meze, křoviny, okraje cest, remízky",IX–XI,plně vybarvené šípky,Plody po očištění zavařit na sirup nebo džem.,Velmi tradiční způsob uchování šípků v koncentrované podobě.,"kyselkavý, ovocný",ovocný,neaplikovatelné,Pracné odstranění chloupků; nedbalé čištění zhoršuje kvalitu.,U citlivých osob mohou vadit koncentrované kyseliny.,Běžný sběr čistých plodů.,česká etnobotanika + kurátorovaný botanický zdroj,B,S01,S52,Po zavaření vydrží měsíce.,198,True,True,potrava_a_piti,mainstream,vysoka,4,True,9,11,plodova_cast,False,sirup_koncentrat,medium,True,False,False,False,False,velmi_bezny
R199,Cydonia oblonga,kdouloň obecná,"pěstovaná, lokálně běžná",plod,potrava,kdoulová marmeláda / membrillo,méně známé,střední,"zahrady, staré sady, teplejší polohy",X–XI,plně vyzrálé aromatické plody,Plody dlouze vařit na hustou marmeládu nebo tuhou pastu typu membrillo.,Výrazně trvanlivý způsob využití pektinově bohatých a syrově tvrdých plodů.,"výrazně aromatický, trpkosladký",intenzivně kdoulový,neaplikovatelné,Syrové tvrdé plody nebývají vhodné; zpracování je pracnější.,Bez zvláštních interakcí v běžném potravním užití.,Pěstované stromy; sběr z vlastních nebo dostupných zahrad.,středoevropská kuchyňská praxe + kurátorovaný botanický zdroj,B,S30,S54,V husté zavařené formě vydrží měsíce.,199,True,False,potrava,mene_zname,stredni,4,True,10,11,plodova_cast,False,ostatni_specialni,low,False,False,True,False,False,lokalne_bezny
R200,Ribes rubrum,rybíz červený,"pěstovaný, běžný",plod,potrava,rybízové želé,mainstream,vysoká,"zahrady, drobné ovocné výsadby",VII–VIII,plně vyzrálé plody,Šťávu nebo celé plody zavařit na želé s využitím přirozeného pektinu.,Jedna z nejpraktičtějších trvanlivých forem červeného rybízu.,"výrazně kyselý, rybízový",ovocný,neaplikovatelné,Nedostatečné zavaření zkracuje trvanlivost.,Bez zvláštních interakcí v běžném potravním užití.,Běžné domácí zpracování.,středoevropská kuchyňská praxe,B,S30,,Při správném zavaření běžně vydrží mnoho měsíců.,200,True,True,potrava,mainstream,vysoka,4,False,7,8,plodova_cast,False,zavarenina,medium,False,False,True,False,False,bezny
R201,Juglans regia,ořešák královský,"pěstovaný, místy zplaňující, běžný",semeno / jádro,potrava,sušené ořechy ve skořápce nebo vyloupané,mainstream,vysoká,"sady, zahrady, aleje, starší vesnické zahrady",IX–X,plně zralé ořechy po otevření zeleného oplodí,Ořechy dosušit; ve skořápce nebo dobře usušené vyloupané skladovat v suchu a chladu.,"Vysoce praktická dlouhodobá zásoba tuku, chuti a energie.","olejnatý, jemně nahořklý, ořechový",jemně ořechový,neaplikovatelné,Žluknutí při teple a vlhku; plísně u špatně dosušených ořechů.,Alergie na ořechy.,Běžné pěstování a sběr z vlastních nebo dostupných stromů.,kurátorovaný botanický zdroj / potravní praxe,B,S66,,Ve skořápce vydrží zpravidla déle než vyloupaná jádra.,201,True,True,potrava,mainstream,vysoka,4,False,9,10,semena_a_orisky,False,suseni_skladovani,medium,False,False,True,True,False,bezny
R202,Juglans regia,ořešák královský,"pěstovaný, místy zplaňující, běžný",nezralý plod,pití,zelenovlašský likér / ořechovka,méně známé,vysoká,"zahrady, sady, vesnické zahrady",VI,mladé zelené ořechy před tvrdnutím skořápky,Nezralé plody naložit do alkoholu s cukrem a kořením; nechat macerovat a pak dlouhodobě skladovat.,Převod krátkého červnového okna do výrazně trvanlivého digestivního nápoje.,"kořenitý, hořkosladký, ořechový",kořenitě ořechový,neaplikovatelné,Silně barví; příliš staré plody už špatně prostupují.,Obsah alkoholu; nevhodné pro děti a při některých léčivech.,Sběr z pěstovaných stromů; plody sbírat střídmě.,středoevropská kuchyňská praxe + botanický zdroj,B,S66,,Typický příklad dlouhodobě skladovatelného „výletového“ stromového produktu.,202,True,True,piti,mene_zname,vysoka,4,False,6,6,plodova_cast,False,liker_macerat,medium,False,False,True,True,False,bezny
R203,Juglans regia,ořešák královský,"pěstovaný, místy zplaňující, běžný",list,fytoterapie,sušený list pro zevní oplachy a koupele,méně známé,střední,"zahrady, sady, teplejší oblasti",VI–VIII,zdravé plně vyvinuté listy,List usušit a později použít do koupelí nebo oplachů pro drobné kožní potíže a pocení.,Dlouhodobě skladovatelná zevní droga.,"hořký, trpký","slabě pryskyřičný, listový",neaplikovatelné,Nevhodné zaměňovat s potravním čajem; list rychle ztrácí kvalitu při vlhku.,Pouze zevně; při zhoršování stavu vyhledat lékaře.,Běžné pěstování; sbírat čisté listy.,EMA monografie,A,S67,,Praktické hlavně jako sušená sezónní zásoba pro zevní použití.,203,True,True,fytoterapie,mene_zname,stredni,5,False,6,8,listova_nadzemni_cast,False,zevni_aplikace,medium,False,False,True,True,False,bezny
R204,Origanum vulgare,dobromysl obecná,"původní/pěstovaná, lokálně běžná",nať,potrava,sušená nať jako koření,mainstream,vysoká,"suché stráně, meze, lesní lemy, zahrady, kamenité trávníky",VII–IX,počátek kvetení až plné kvetení,Nať usušit rychle ve stínu a uchovat v těsnící nádobě jako koření.,Velmi praktická trvanlivá aromatická zásoba z běžné byliny.,"teplý, kořenitý, lehce hořký","výrazně bylinný, oreganový",neaplikovatelné,Přesušení na slunci snižuje aroma.,V běžném kulinárním množství bez zásadních problémů.,Šetrný sběr z běžných lokalit nebo pěstování.,kurátorovaný botanický zdroj / evropská kulinární praxe,B,S70,,Ve sklenici nebo papírovém sáčku v suchu vydrží měsíce.,204,True,True,potrava,mainstream,vysoka,4,False,7,9,listova_nadzemni_cast,False,koreni_dochucovadlo,medium,True,False,True,False,False,lokalne_bezny
R205,Origanum vulgare,dobromysl obecná,"původní/pěstovaná, lokálně běžná",nať,pití,sušená nať na bylinný čaj,méně známé,vysoká,"suché stráně, meze, lesní lemy, zahrady",VII–IX,na počátku kvetení,Dobře usušenou nať použít do nálevu nebo čajových směsí.,Přeměna sezónní byliny na dlouhodobou čajovou zásobu.,"kořenitý, lehce hořký","teplý, aromatický",neaplikovatelné,Silný aromatický profil nemusí každému sedět.,Vyšší léčivé dávky nejsou vhodné v těhotenství; kulinární užití je běžné.,Běžný sběr a pěstování.,kurátorovaný botanický zdroj / tradiční evropské použití,B,S70,,"Čaj je méně známý než koření, ale dobře zapadá do praktické domácí zásoby.",205,True,True,piti,mene_zname,vysoka,4,False,7,9,listova_nadzemni_cast,False,caj_nalev,medium,True,False,True,False,False,lokalne_bezny
